record_id,title,exclusion_reason,terminal_state,reason_detail,reason_source
2-s2.0-85170530355,Characterizing social media manipulation in the 2020 U.S. presidential election,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP both rows (25% of right-media endorsers / 2% of left-media endorsers 'likely to share conspiratory narratives'). This is the canonical Ferrara 2020 study n,stepb_drops_queue.csv
2-s2.0-85171477190,Analyzing the changing landscape of the Covid-19 vaccine debate on Twitter,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP the single row. The 74% figure = 'at least 74% of [user] communities are made on average by highly reliable users (NewsGuard>=60)' = a RELIABILITY/QUALITY,stepb_drops_queue.csv
2-s2.0-85171830494,Mechanisms of True and False Rumor Sharing in Social Media: Collective Intelligence or Herd Behavior?,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The 65.4% (82,605/126,301 cascades false) is the share of FALSE among already-FACT-CHECKED rumor cascades (Vosoughi 2018 corpus). This is composition with",stepb_drops_queue.csv
2-s2.0-85173661830,The spread of COVID-19 vaccine information in Arabic on YouTube: A network exposure study,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP all four rows. Two reasons. (1) CONSTRUCT MISMATCH (L29): the measured attribute is 'anti-vaccine' STANCE (content that discourages vaccination / expresses,stepb_drops_queue.csv
2-s2.0-85178101068,A Comparative Study of Reference Reliability in Multiple Language Editions of Wikipedia,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP both rows. The 11.6%/5.7% figures are 'coverage' = % of Russian-edition pages citing >=1 domain from the English vs Russian perennial-sources LIST, which c",stepb_drops_queue.csv
2-s2.0-85181119382,"8–10% of algorithmic recommendations are ‘bad’, but… an exploratory risk-utility meta-analysis and its regulatory implications","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The headline 10.10% (mean 'bad' recommendations) is a QUALITY/risk-pooling metric, not a misinformation prevalence: 'bad' deliberately merges misinfo with",stepb_drops_queue.csv
2-s2.0-85183913419,Cyber-enabled influence operations as a ‘center of gravity’ in cyberconflict: The example of Russian foreign interference in the 2016 US federal election,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Secondary citation; reportedly-exposed Russian IO figure not own metric [rule L6],proposals.csv
2-s2.0-85184568825,Perceived experts are prevalent and influential within an antivaccine community on Twitter,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP all three rows. (1) 9.8% 'perceived experts among antivaccine-community users' = composition of a stance-defined community / OTHER, not a misinfo prevalenc",stepb_drops_queue.csv
2-s2.0-85185269791,A Factual Content Analysis of Facebook Infodemic in Algeria,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP both rows (L1/L24 circular curated denominator). The CoFIA corpus was explicitly built by selecting only posts that 'seemed to lack validity and accuracy',stepb_drops_queue.csv
2-s2.0-85186439602,Patterns and Actors of Disinformation: Analysis of Debunked Hoaxes in Spain in 2022,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP both rows (L41/L42/L24 circular). 40.7% social / 37.2% politics are TOPIC-COMPOSITION shares WITHIN a 729-item fact-check database (curated by construction,stepb_drops_queue.csv
2-s2.0-85186607228,A qualitative review of social media sharing and the 2022 monkeypox outbreak: did early labelling help to curb misinformation or fuel the fire?,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"abstract-only, value not verbatim in abstract",decided_drops.csv
2-s2.0-85187688869,An exploratory analysis of COVID bot vs human disinformation dissemination stemming from the Disinformation Dozen on Telegram,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Disinfo Dozen concentration cited from CCDH; not own measurement [rule L6],proposals.csv
2-s2.0-85187889353,Unveiling misinformation on YouTube: examining the content of COVID-19 vaccination misinformation videos in Switzerland,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Sample of 450 videos pre-selected for misinformation [rule L1],proposals.csv
2-s2.0-85188233043,The Role of Minority Political Groups in the Dissemination of Disinformation. The Case of Spain,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The 13.33% (2,730/20,481) in the original extraction is a spurious ratio: the 2,730 'disinformation' posts are a SEPARATELY collected fact-check corpus (scraped from Maldita.es/Newtral.es), NOT",drop_audit.json
2-s2.0-85189757456,"Statin Twitter: Human and Automated Bot Contributions, 2010 to 2022","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"All three rows dropped. (1) Statin skepticism (humans 40%, bots 19%) = STANCE/QUALITY measure ('unsubstantiated doubts'/skepticism), not a falsity-vs-ground-tru",stepb_drops_queue.csv
2-s2.0-85192806272,Infodemic and sources of information about COVID-19 in a Brazilian population: what are the associated factors?,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The 22.1% 'prevalence of infodemic' is a self-reported INFODEMIC (overabundance of information, true OR false) measure, not a misinformation-exposure/prev",stepb_drops_queue.csv
2-s2.0-85199669897,Is Arabic online patient-centered information about dental extraction trustworthy? An infodemiological study,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The 12.5% is a website/source-level QUALITY rating (10/80 sites scored 'low' on DISCERN), not a content-item misinformation prevalence (L27: source/websit",stepb_drops_queue.csv
2-s2.0-85201063575,TikTok content on measles-rubella vaccine in Jordan: A cross-sectional study highlighting the spread of vaccine misinformation,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Channel-creator composition within MR-vaccine set; not misinfo prevalence [rule L1],proposals.csv
2-s2.0-85203691949,"GPT-fabricated features, spread, and implications for preempting evidence manipulation","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP both rows. The 62% ('~62% did not declare GPT use') is a COMPOSITION WITHIN a circularly-selected sample: Google Scholar was scraped for two ChatGPT tell-p,stepb_drops_queue.csv
2-s2.0-85203974709,Disinformation against Crimean Tatars in Russian Social Media: Communication Dynamics During the First Year of Russia’s Full- Scale Invasion of Ukraine,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"Sample = 4,435 posts retrieved via topic/keyword search (Crimean Tatars, Mejlis, Hizb ut-Tahrir, etc.) on Russia-based accounts, then coded into three disinform",stepb_drops_queue.csv
2-s2.0-85205783299,Content analysis of fluoride-related posts on Instagram,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROPPED. The 29.5% (118/400) figure is the ANTI-FLUORIDE STANCE share, not a verified-falsity measure against ground truth (L29: anti-X stance != misinformation",stepb_drops_queue.csv
2-s2.0-85206960578,Is disinformation more likely to spread? A fuzzy-set qualitative comparative analysis of emerging infectious diseases on China's short video platform,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP. The stored 4.4% (and the '21.8:1' figure) does NOT measure the share of videos that are disinformation. Reading the full text: '21.8:1' is the ratio of fs,stepb_drops_queue.csv
2-s2.0-85209560212,Sharing without clicking on news in social media,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP both rows. The 76.94% / 14.25% are the share of SHARES-WITHOUT-CLICKS (SwoC) among 2,969 ALREADY-FALSE URLs, by conservatives vs liberals. (a) CONSTRUCT MI",stepb_drops_queue.csv
2-s2.0-85210161252,Disinformation on dietary supplements by German influencers on Instagram,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"Both current rows are QUALITY/labeling-deficiency metrics, NOT misinformation-as-falsity. Row 1 (66.7% supplements exceeding recommended max dose) measures prod",stepb_drops_queue.csv
2-s2.0-85213946980,Quality Assessment of Medical Institutions’ Websites Regarding Prescription Drug Misuse of Glucagon-Like Peptide-1 Receptor Agonists by Off-Label Use for Weight Loss: Website Evaluation Study,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROPPED all 3 rows. (1) These are SOURCE/WEBSITE-level assessments, not content-item exposure (L27: source/website-level != content prevalence -> drop). (2) The",stepb_drops_queue.csv
2-s2.0-85215100183,When Do Parties Lie? Misinformation and Radical-Right Populism Across 26 Countries,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP: paper reports the dependent variable only as a per-party MEAN FACTUALITY SCORE (very low=0 ... very high=1.0), never an overall % of shared URLs that are",stepb_drops_queue.csv
2-s2.0-85215259458,Quality of information and social norms in Spanish-speaking TikTok videos as levers of commercial practices: The case of semaglutide,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The stored 71% figure is '155 videos did not mention any risk of semaglutide' = RISK-OMISSION / information incompleteness (a DISCERN quality dimension),",stepb_drops_queue.csv
2-s2.0-85215817889,The Interaction of University Youth with Fake News and its Circulation on Social Media (Arabic),"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Republish news without validation; general behavior not misinfo-specific [rule L3],proposals.csv
2-s2.0-85217138459,Information Regarding Dermatology as Seen on the Social Media Platform TikTok,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP: outcome is a DISCERN QUALITY score (mean ~31-38 of top-10 accounts) measuring reliability/clarity, not a % of content that is false. Paper reports 'overal",stepb_drops_queue.csv
2-s2.0-86000286752,The most contemporary analysis on YouTube videos on premature ejaculation,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP: outcome is a median MISINFORMATION ORDINAL SCORE (overall median 1.00; medical 2.0 vs non-medical 0.0), a QUALITY/distance-from-guidelines rating, not a %",stepb_drops_queue.csv
2-s2.0-0030005334,Cardiopulmonary resuscitation on television: Miracles and misinformation,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,TV CPR depiction accuracy; not misinformation prevalence in target sense,v_300_350.csv
2-s2.0-0033287165,Accuracy of information on printed over-the-counter drug advertisements,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Print drug ad accuracy; not misinformation prevalence/exposure on platforms,v_200_250.csv
2-s2.0-105002669302,Evaluating the Quality and Reliability of YouTube as a Source of Information on Extracorporeal Membrane Oxygenation: A Call to Publish More Quality Videos by Professionals,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,YouTube ECMO video quality scores; no misinformation prevalence,v_250_300.csv
2-s2.0-105002683371,"Sharing, commenting, and reacting to Danish misinformation: A case study of cognitive attraction on Facebook","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Engagement predictors of misinfo posts, no prevalence/exposure estimate",v_350_400.csv
2-s2.0-105003263851,Fact-checks as Data Source? Content Analysis of Fact-checking Articles in Germany between 2019 and 2023,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Fact-check topic patterns; no misinfo prevalence/exposure estimate,v_250_300.csv
2-s2.0-105005261997,TikTok's cardiopulmonary exercise testing videos: A content analysis of quality and misinformation,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Video quality scores; misinfo summarized but no prevalence estimate,v_100_150.csv
2-s2.0-105008547301,An analysis of the factors influencing engagement metrics within the dissemination of health science misinformation,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Engagement factors of pre-screened sample; no prevalence estimate,v_100_150.csv
2-s2.0-105009218353,Spreading False Content in Political Campaigns: Disinformation in the 2024 European Parliament Elections,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,characterizes verified disinfo; no prevalence denominator,v_600_635.csv
2-s2.0-105009542421,YouTube as a source of information on retrograde ejaculation: insights into content reliability,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Reliability/quality assessment of videos; not misinformation prevalence,v_50_100.csv
2-s2.0-105009881997,#VACHINA: HOW POLITICIANS HELP TO SPREAD DISINFORMATION ABOUT COVID-19 VACCINES,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Legitimation strategy analysis of 500 posts; no prevalence estimate,v_100_150.csv
2-s2.0-105011342295,Evaluating the Quality of TikTok Videos on Vitiligo: A Cross-Sectional Study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Video quality assessment; misinformation described qualitatively,v_500_550.csv
2-s2.0-105011907999,Characteristics of Political Misinformation over the Past Decade,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,NLP characteristics/trends of misinfo; no prevalence/exposure quantity,v_200_250.csv
2-s2.0-105012550022,Quality and Dissemination of Uterine Fibroid Health Information on TikTok and Bilibili: Cross-Sectional Study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"QUALITY-ONLY study, the case §1 excludes and §3 defines. The 200 videos (100 TikTok, 100 Bilibili) were scored only on the Global Quality Score (1-5), a modified DISCERN reliability checklist (0-5), PEMAT understandability/actionability, and a 0-14 content-completeness score. No video is ever judged true or false against any external ground truth, and no share of videos is reported as inaccurate,",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105012953237,Evaluating the Feasibility of Web-Monitoring Methodology for Measuring Exposure to Online Cancer Misinformation,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Methods feasibility pilot; no quantitative misinfo exposure estimate reported,v_500_550.csv
2-s2.0-105013108330,The Quality and Reliability of Online Videos as an Information Source of Public Health Education for Stroke Prevention in Mainland China: Electronic Media–Based Cross-Sectional Study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Video quality/reliability scores; no misinformation prevalence estimate,v_250_300.csv
2-s2.0-105016413464,Evaluating the Clarity of Retractions and the Spread of Misinformation in Otolaryngology,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,retraction-notice clarity/citations; not content-prevalence of misinfo,v_600_635.csv
2-s2.0-105016506408,Russian informational co-aggression? Ukraine-related disinformation in Belarusian pro-government Telegram channels,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative content analysis; posts infrequent but no quantitative estimate,v_200_250.csv
2-s2.0-105017416891,How useful are YouTube videos on labial frenectomy? A quality review,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Quality-scoring of frenectomy videos; no misinfo prevalence quantified,v_550_600.csv
2-s2.0-105018319268,"Flashing lights, fading facts. The problem of poor seizure education on Tiktok","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,DISCERN/GQS quality scoring of seizure videos; no misinfo-prevalence estimate,v_0_50.csv
2-s2.0-105019225029,Misinformation in spinal cord rehabilitation on YouTube: Enhancing standards for patient safety,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"QUALITY-ONLY study. Despite 'misinformation' in the title, the 74 videos were assessed only with DISCERN, JAMA and the Global Quality Score, which rate reliability, completeness, authorship disclosure and usefulness. No item is judged true or false against an external ground truth, and the only share reported, 'only 24% rated as high quality', has high-quality videos in its numerator, not misinfor",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105021240425,"Deconstructing Information About Autism Diagnosis in Adults on TikTok: A Cross-Sectional, Descriptive Content Analysis","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,significant portion misleading; no quantitative prevalence,v_600_635.csv
2-s2.0-105021570046,TikTok as a Source of Information on Temporomandibular Disorders: Reliable Health Education or Misinformation?,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,quality/DISCERN scores only; no misinfo prevalence estimate,v_600_635.csv
2-s2.0-105026155756,Disaster Infodemic: Analyzing the Accuracy of News in Times of Crisis,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Mostly accuracy-verification framework; vague misinfo quantification,v_450_500.csv
2-s2.0-105029371369,"Effects of antivaccine tweets on COVID-19 vaccinations, cases, and deaths","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,causal effect of exposure on vaccination; no content-prevalence estimate,v_150_200.csv
2-s2.0-105031107861,"YouTube as an Educational Source for Pediatric Orthodontic Treatments: A Comparative Study of Clear Aligners, Fixed Braces, and Lingual Braces","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Accuracy scores; no quantified misinformation prevalence share,v_450_500.csv
2-s2.0-105031487584,Assessing the scientific quality of radiotherapy popularization videos on BiliBili and TikTok: a cross-sectional study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,radiotherapy video quality scores; no misinformation prevalence,v_150_200.csv
2-s2.0-105031644061,Does popularity reflect quality? A study on the reliability and quality of CAR-T videos on Chinese short-video platforms,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,video quality/DISCERN scores; no misinformation prevalence estimate,v_150_200.csv
2-s2.0-105032711349,TikTok as a Platform for Patient Education and Health Information in Rare Genetic Diseases: Cross-Sectional Study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Quality scores of rare-disease videos; no misinfo prevalence estimate,v_200_250.csv
2-s2.0-105034403065,Analysis of YouTube videos on rheumatic diseases and pregnancy: a cross-sectional study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,YouTube video quality scores; no misinformation prevalence quantified,v_250_300.csv
2-s2.0-105034674670,Social media analysis of Meniere's disease: Insights and challenges for otolaryngologists,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative content/sentiment; no quantitative misinfo prevalence estimate,v_200_250.csv
2-s2.0-105034962345,"Content, quality, and reliability of gout-related videos on TikTok and Bilibili: A cross-sectional study","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Video quality/reliability scoring, no misinformation prevalence estimate",v_350_400.csv
2-s2.0-105035036279,Reliability and quality assessment of internet videos as guidance for dietary weight loss intervention: a cross-sectional study in China,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"QUALITY-ONLY study (§1 exclusion ground, cross-referenced to §3). The 300 videos (top 100 for the keyword 'dietary weight loss' on BiliBili, Douyin/TikTok and Kwai, 28 Feb 2024) were scored ONLY with the Global Quality Score (GQS, 1-5 for flow, ease of understanding, overall usefulness) and modified DISCERN (0-5 for clarity, reliability, fairness, references, rigor). No item is ever judged true or",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105041764967,"Reliable, neutral, and comprehensive, or their antithesis? A cross-sectional analysis of electroconvulsive therapy-related video quality across TikTok, BiliBili, and YouTube","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,ECT video quality scores; no misinformation prevalence estimate,v_150_200.csv
2-s2.0-84901294466,Rising tides or rising stars?: Dynamics of shared attention on twitter during media events,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Attention concentration during media events; not misinfo prevalence,v_50_100.csv
2-s2.0-84948576052,Coverage of the Ebola Virus Disease Epidemic on YouTube,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Ebola video content coding; no misinfo prevalence estimate,v_100_150.csv
2-s2.0-85053521048,#Fake news: A systematic review of mechanical thrombectomy results among neurointerventional stroke surgeons on Twitter,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Publication bias in tweeted surgical outcomes; not misinfo prevalence,v_200_250.csv
2-s2.0-85055743868,Quantifying Biases in Online Information Exposure,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Quantifies exposure bias/homogeneity,v_300_350.csv
2-s2.0-85069472185,Characterizing attention cascades in whatsapp groups,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,cascade structure; false content deeper but no prevalence share,v_150_200.csv
2-s2.0-85083074621,"Russian twitter accounts and the partisan polarization of vaccine discourse, 2015–2017","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Russian troll vaccine valence analysis; no misinfo prevalence/exposure estimate,v_500_550.csv
2-s2.0-85083106673,Social Media and Large Carnivores: Sharing Biased News on Attacks on Humans,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,sensationalism/sharing drivers of predator news; no misinfo prevalence,v_150_200.csv
2-s2.0-85089711251,Quality of Novel Coronavirus Related Health Information over the Internet: An Evaluation Study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,DISCERN quality rating of websites; no misinformation-prevalence estimate reported,v_0_50.csv
2-s2.0-85091275255,Facebook and Fake News in the “Anglophone Crisis” in Cameroon,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Qualitative; ""large number"" lack verifiability",v_450_500.csv
2-s2.0-85096083173,Misinformation and herd behavior in media markets: A cross-national investigation of how tabloids’ attention to misinformation drives broadsheets’ attention to misinformation in political and business journalism,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"114 council-ruled cases; herd dynamics, no prevalence denominator",v_150_200.csv
2-s2.0-85096360916,Exposure to news grows less fragmented with an increase in mobile access,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"News coexposure/fragmentation study, not misinformation prevalence",v_100_150.csv
2-s2.0-85096438130,“Nobody Tells us what to Write about”: The Disinformation Media Ecosystem and its Consumers in the Czech Republic,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Maps audiences of disinfo sites; no quantitative prevalence/exposure estimate,v_300_350.csv
2-s2.0-85097769512,COVID-19 Misinformation spread in eight countries: Exponential growth modeling study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Google Trends search growth modeling; no exposure-share prevalence estimate,adj_90_135.csv
2-s2.0-85098161724,WhatsApp audios and the remediation of radio: Disinformation in Brazilian 2018 presidential election,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative remediation analysis of 18 WhatsApp audios; no prevalence estimate,v_50_100.csv
2-s2.0-85099150264,"Whatsapp as a political information channel in Spain: Credibility, user profile, and content sharing","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Survey on WhatsApp political info use; not misinformation prevalence,v_400_450.csv
2-s2.0-85099263653,“Down the rabbit hole” of vaccine misinformation on youtube: Network exposure study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,network exposure likelihoods only; no prevalence estimate,v_600_635.csv
2-s2.0-85100096526,Quality of top webpages providing abortion pill information for Google searches in the USA: An evidence-based webpage quality assessment,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Webpage quality assessment of abortion info, no misinfo prevalence rate",v_350_400.csv
2-s2.0-85100410852,Social media and disinformation in war propaganda: how Afghan government and the Taliban use Twitter,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,discrepancy/framing analysis; no quantitative misinfo prevalence estimate,v_150_200.csv
2-s2.0-85101151676,An exploratory study of COVID-19 misinformation on Twitter,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Exploratory propagation/author analysis of 1500 fact-checked tweets, no prevalence",v_350_400.csv
2-s2.0-85101747540,"Misinformation in action: Fake news exposure is linked to lower trust in media, higher trust in government when your side is in power","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Effects of fake-news exposure on trust; not a prevalence estimate,v_200_250.csv
2-s2.0-85102493378,The digital distribution of public health news surrounding the human papillomavirus vaccination:a longitudinal infodemiology study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Tone/topic content analysis; no quantitative misinformation prevalence estimate,v_500_550.csv
2-s2.0-85105453320,Identifying how COVID-19-related misinformation reacts to the announcement of the UK national lockdown: An interrupted time-series study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Time-series of misinfo tweet volume; no prevalence share reported,v_450_500.csv
2-s2.0-85105806708,The fake news pandemic on Facebook during the covid-19,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Typology of 53 fake posts; no prevalence/exposure estimate,v_100_150.csv
2-s2.0-85106599690,Covid-19 vaccine hesitancy on English-language Twitter,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,themes within pre-selected hesitant tweets; no prevalence,v_600_635.csv
2-s2.0-85106910128,Characteristics of misinformation spreading on social media during the covid-19 outbreak in china: A descriptive analysis,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,descriptive typology of 547 items; no prevalence/exposure denominator,v_150_200.csv
2-s2.0-85107816326,Over 30% of Systematic Reviews and Meta-analyses Focused on Rotator Cuff Tear Treatments Contained Spin in the Abstract,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Spin prevalence in systematic reviews; off-topic, not misinformation exposure/sharing",adj_45_90.csv
2-s2.0-85109181085,"The Role of Suspended Accounts in Political Discussion on Social Media: Analysis of the 2017 French, UK and German Elections","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Suspended accounts no more likely to share fake news; no prevalence estimate,v_250_300.csv
2-s2.0-85111028354,Misrepresentation of mild traumatic brain injury research in press releases,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Press-release spin prevalence; off-topic, not misinformation audience exposure/sharing",adj_45_90.csv
2-s2.0-85111318777,"Multimodal Disinformation about Otherness on the Internet. The Spread of Racist, Xenophobic and Islamophobic Fake News in 2020*","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative content analysis of 161 fake news; no prevalence estimate,v_50_100.csv
2-s2.0-85114467662,"COVID-19 in Bulgarian Social Media: Factuality, Harmfulness, Propaganda, and Framing","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Factuality/propaganda framing; no quantitative misinfo prevalence reported,v_200_250.csv
2-s2.0-85116016376,(Mis)understanding the Coronavirus and How it Was Handled in the UK: An Analysis of Public Knowledge and the Information Environment,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Public knowledge/info-environment analysis; no misinfo prevalence quantified,v_300_350.csv
2-s2.0-85118913556,Characterizing the roles of bots on Twitter during the COVID-19 infodemic,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Bot roles in retweet networks; no audience-exposure prevalence estimate,adj_90_135.csv
2-s2.0-85119703811,Emotions explain differences in the diffusion of true vs. false social media rumors,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,emotion explains true vs false spread; no prevalence/exposure estimate,v_150_200.csv
2-s2.0-85121267888,Analyzing sentiments and diffusion characteristics of COVID-19 vaccine misinformation topics in social media: A data analytics framework,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Topics/sentiment of misinfo tweets; no prevalence/exposure share of misinfo reported,v_200_250.csv
