row_key,item_id,batch,verdict,our_construct,blind_construct,our_value_pct,their_value_pct,our_denominator,their_quote,their_note,our_flag,our_confidence,RULING,RULING_reason
2-s2.0-105010038175#39,2-s2.0-105010038175,verify_04.csv,WRONG_CONSTRUCT,CONTENT,QUALITY,60.7,61,"28 public English-language Instagram posts about diastasis recti abdominis (DRA), exercise and sports, included from the first 1,000 posts tagged #diastasisrecti","The majority (61%, n = 17) provided non-evidence-based content.","The percentage is an evidence/quality classification, so the construct is QUALITY, not CONTENT.","loc: Abstract (Results); Results Part 1, p.4; Table 1 'Posts content related to suggestions for exercise and sports: Non-evidence-based 17 (60.7)'; Denominator is the 28 posts that met inclusion criteria out of the first 1,000 hashtag-tagged posts (rank-truncated, so curated). Data-collection year 2023; publication 2025. Posts were English-language only, from a worldwide hashtag search, so country is Global.",high,,
2-s2.0-105022144698#65,2-s2.0-105022144698,verify_02.csv,WRONG_CONSTRUCT,CONTENT,CONTENT,72.7,72.7,3081 links cited across the 540 Copilot responses,"Notably, 72.7% (2240/3081) of the citations came from unverified sources such as blogs, sales websites, and social media.","Value and denominator are right, but source authority is QUALITY rather than CONTENT.","loc: Discussion, Principal Findings (also Abstract, Table 3); Source-level reliability judgement, so breadth is blank. The Discussion once writes the verified count as 840/3081 while the Results and Table 3 give 841/3081; the unverified figure 2240/3081 (72.7%) is consistent throughout and is the value kept.",high,,
2-s2.0-85074544598#129,2-s2.0-85074544598,verify_02.csv,WRONG_CONSTRUCT,QUALITY,EXPOSURE,9.34,9.34,"17.6 billion potential exposures, i.e. the sum of the follower counts of every tweet and retweet linking to the 143,003 included vaccine-related web pages","Across the set of unique Web pages, 11.86% (16,961 of 143,003) were estimated as low credibility and they generated 9.34% (1.64 billion of 17.6 billion) of potential exposures.","Value and denominator are right, but low credibility is a quality appraisal, not a truth-coded content share.","borderline; loc: Results, 'Potential Exposure Estimation'; also Abstract (Results); This is NOT reach: the authors state explicitly that they did not count unique users exposed at least once, so it cannot be coded REACH. Alternative coding if the credibility label is accepted as a misinformation label: EXPOSURE with exposure_type=proportion (share of the consumed/served vaccine-related diet on Twitter that was low credibility) - though 'potential exposure' is follower-count opportunity-to-see, not verified consumption, which is a further caveat on that reading. Subtype fields left blank because the row is currently typed QUALITY.",medium,,
2-s2.0-85074544598#128,2-s2.0-85074544598,verify_05.csv,WRONG_CONSTRUCT,QUALITY,SHARING,14.68,14.68,"764,283 retweets of links to the 143,003 included vaccine-related web pages, Jan 2017 - Mar 2018","We estimated that 11.86% (16,961 of 143,003) of Web pages were of low credibility, and they generated 14.68% (112,225 of 764,283) of retweets.","The value is a share of retweets, so the construct is SHARING rather than QUALITY.","borderline; loc: Results, 'Potential Exposure Estimation'; Distinct measure from row 1: the denominator is retweets, not unique pages. Alternative coding if the credibility label is accepted as a misinformation label: SHARING, sharing_subtype=content_share (share of reshared items carrying misinformation). Kept as a separate row because it is the study's sharing-weighted figure and differs materially from the item-level 11.86%.",medium,,
2-s2.0-85114336487#166,2-s2.0-85114336487,verify_03.csv,WRONG_CONSTRUCT,RECALL,SHARING,59.7,59.7,"1,249 Saudi Arabian survey respondents aged 18+ (275 health-care workers, 974 non-health-care workers) recruited via an online Google Survey link",The study results showed that 59.7% of participants,"The value is reported, but recirculating information is self-reported sharing behavior, so the construct is SHARING.","borderline; loc: Discussion, p. 5133; Table 2 (Prevalence of Circulating the Information), p. 5131; 59.7% is stated verbatim in the Discussion and again in the comparison to worldwide data (59.7% vs 87.0%), so it is not a complement I computed; the Table 2 'Never' row (503/1249 = 40.3%) is its exact complement as reported. Borderline: the item asks about resharing information 'whether true or false', so the numerator is not veracity-verified; natural remedies as protective measures against COVID-19 are treated by the authors as unverified/misinformation. Data-collection period 25 March to 8 May 2020 is stated in Methods; publication year is 2021.",medium,,
2-s2.0-85120376539#174,2-s2.0-85120376539,verify_06.csv,WRONG_CONSTRUCT,QUALITY,CONTENT,1.9,1.9,"2,167 dietary-supplement advertisements coded in the morning editions of the Yomiuri Shimbun and Asahi Shimbun, February-July 2019 plus February-July 2020","Infection prevention Effect on infection prevention, enhancing immunity and resistance 42 (1.9) 23.40 (2.3)","The claim is assessed against a legal/evidence standard, so this is CONTENT rather than QUALITY.","borderline; loc: Results, Table 1 (Claimed functions and number of advertisements); before/after split in Table 2; Coded QUALITY, not CONTENT, because the instrument codes claimed function rather than veracity. The 1.9% is a share of ads making an infection-prevention claim, not a share of ads judged false. Do NOT use as a content-prevalence estimate. The paper's before/after contrast is its headline: 5 (0.5%) of 1,089 ads in Feb-Jul 2019 versus 37 (3.4%) of 1,078 in Feb-Jul 2020, p=0.009; the pooled figure is recorded here as the single representative point. Table 4 lists ~11 advertisement phrases the authors judged to imply COVID-19 prevention, but gives no count against a denominator, so no row is possible for it. Year set to 2020 (the post-COVID collection period); data span 2019 and 2020.",low,,
2-s2.0-85143601086#214,2-s2.0-85143601086,verify_03.csv,WRONG_CONSTRUCT,RECALL,SHARING,22,22,"1,500 US respondents (Lightspeed Kantar online panel, quota-matched to census)",22%,"The 22% value is reported, but respondents reporting that they shared misinformation is SHARING, not RECALL.","loc: p. 176, Figure 3; Lifetime reference period (“ever”), chosen because the authors expected past-month sharing to be near zero. Table 5 regression n for the US is 1,491, consistent with the full country sample as denominator.",high,,
2-s2.0-85166177819#239,2-s2.0-85166177819,verify_03.csv,WRONG_CONSTRUCT,CONTENT,QUALITY,38.2,38.2,34 commercial websites among the 86 analysed,"On the other hand, 38.2% of commercial websites in our analysis were discordant in nature.","The percentage is right, but discordance with a guideline checklist is QUALITY, not CONTENT.","borderline; loc: Discussion, second paragraph; Table 2; Website-source-type subgroup of the main 31.4% row. Do NOT pool with the overall row.",high,,
2-s2.0-85166177819#236,2-s2.0-85166177819,verify_04.csv,WRONG_CONSTRUCT,CONTENT,QUALITY,31.4,31.4,"86 websites analysed from a single Google search for 'youth softball pitching recommendations' (120 results recorded, 7 product/advertising pages replaced, 14 baseball-only sites excluded)",The remaining 57.0% of websites were composed of 27 (31.4%) discordant websites and only 22 (25.6%) advisable websites.,"The percentage is a guideline/informational-quality classification, so the construct is QUALITY, not CONTENT.","borderline; loc: Results, first paragraph; Table 2 (Total row); Main paper-level content row. Ground truth is guideline concordance rather than truth/falsity of individual claims, so this sits at the CONTENT/QUALITY boundary; coded CONTENT because 'discordant' requires the site to actively endorse a behaviour the guidelines identify as a risk factor (a guideline-concordant site cannot receive the label), and the paper frames the finding as the prevalence of misinformation. borderline=true for that reason. Search-rank-truncated set, hence denom_selection=curated.",high,,
2-s2.0-85166177819#237,2-s2.0-85166177819,verify_04.csv,WRONG_CONSTRUCT,CONTENT,QUALITY,12.5,12.5,24 medical/educational websites among the 86 analysed,"Among the 3 source types, medical/educational websites had the highest proportion classified as advisable (12/24 [50.0%]) and the lowest proportion classified as discordant (3/24 [12.5%]).","The STOP guideline discordance is an informational-quality classification, so the construct is QUALITY, not CONTENT.","borderline; loc: Results, third paragraph; Table 2; Website-source-type subgroup of the main 31.4% row. Kept because website source type is the paper's headline (it is in the title and is the tested association, P = .018). Do NOT pool with the overall row; the three source-type rows partition the same 86 websites.",high,,
2-s2.0-85166177819#238,2-s2.0-85166177819,verify_08.csv,WRONG_CONSTRUCT,CONTENT,QUALITY,39.3,39.3,28 athletic-organization websites among the 86 analysed,Athletic organization 4 (14.3) 13 (46.4) 11 (39.3) 28 (32.6),"The 39.3% is a guideline-concordance/discordance quality classification, so the construct is QUALITY, not CONTENT.","borderline; loc: Table 2 (Results by Website Source Type and Informational Quality); Website-source-type subgroup of the main 31.4% row; value read from Table 2 where the columns are Advisable, Neutral, Discordant, Total (data are n (%)). Do NOT pool with the overall row.",high,,
2-s2.0-85214082693#309,2-s2.0-85214082693,verify_03.csv,WRONG_CONSTRUCT,RECALL,SHARING,31.5,31.5,"428 first-year information-science students at 16 public universities in Brazil (196), Spain (205) and Cuba (27)","los encuestados (31,5%) que afirmaron haber compartido algún tipo de desinformación.","The value is reported, but respondents reporting sharing is SHARING, not RECALL.","loc: Conclusiones (also stated in the Spanish and English abstracts); Pooled headline figure, stated verbatim in the abstract and the conclusion. It aggregates the three country rows in this file (Brazil, Spain, Cuba); use EITHER this row OR the three country rows, not both. English translation of the source sentence: 'the respondents who said they had shared some kind of disinformation (31.5%)'.",high,,
2-s2.0-85194192073#259,2-s2.0-85194192073,verify_03.csv,NOT_IN_PAPER,RECALL,RECALL,59.6,,545 United States survey respondents,,"59.6% is a mean respondent estimate of the percentage of news that is misinformation, not a share of news items/respondents.","borderline; loc: Findings, Finding 2, Figure 1, p. 6; Country subset of the pooled row; the sentence reads 'in the United States and India, misinformation (59.6%; 65.5%)', so 59.6% is the United States value and 65.5% India. Mean perceived percentage, not a share of respondents.",medium,,
2-s2.0-85194192073#258,2-s2.0-85194192073,verify_08.csv,NOT_IN_PAPER,RECALL,RECALL,53.29,,"2,979 survey respondents in seven countries (United States 545, United Kingdom 411, Netherlands 393, Germany 394, France 389, Poland 408, India 439)",,"53.29 is a respondent mean estimate, not a share of news; percentages of means are not prevalence shares.","borderline; loc: Findings, Finding 1, p. 5; This is a mean perceived percentage, not a share of respondents crossing a threshold, so it sits at the edge of the protocol's scale-means exclusion; kept because the metric itself is a percentage of the news environment and the paper is a perceived-prevalence study. The paired t-test uses df = 2,643, implying about 2,644 respondents answered both salience items, fewer than the 2,979 fielded. Fieldwork dates are not reported anywhere in the text; year recorded as 2023, the year of submission, not of data collection.",medium,,
2-s2.0-85211158486#288,2-s2.0-85211158486,verify_02.csv,NOT_IN_PAPER,RECALL,RECALL,42.72,,"All information the respondent encounters, as estimated by the respondent; averaged over 518 respondents in The Netherlands",,"This is a respondent mean estimate, not a share of observed misinformation.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#286,2-s2.0-85211158486,verify_02.csv,NOT_IN_PAPER,RECALL,RECALL,51.49,,"All information the respondent encounters, as estimated by the respondent; averaged over 576 respondents in Spain",,"This is a respondent mean estimate, not a share of observed misinformation.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#285,2-s2.0-85211158486,verify_02.csv,NOT_IN_PAPER,RECALL,RECALL,53.30,,"All information the respondent encounters, as estimated by the respondent; averaged over 576 respondents in Spain",,"This is a respondent mean estimate, not a share of observed misinformation.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure.",high,,
2-s2.0-85211158486#283,2-s2.0-85211158486,verify_02.csv,NOT_IN_PAPER,RECALL,RECALL,52.33,,"All information the respondent encounters, as estimated by the respondent; averaged over 521 respondents in United States",,"This is a respondent mean estimate, not a share of observed misinformation.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure.",high,,
2-s2.0-85211158486#296,2-s2.0-85211158486,verify_03.csv,NOT_IN_PAPER,RECALL,RECALL,54.27,,"All information the respondent encounters, as estimated by the respondent; averaged over 650 respondents in Brazil",,"54.27 is a mean slider estimate across respondents, not a share of information items.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#292,2-s2.0-85211158486,verify_05.csv,NOT_IN_PAPER,RECALL,RECALL,57.01,,"All information the respondent encounters, as estimated by the respondent; averaged over 461 respondents in Mexico",,"The paper reports a respondent slider mean, not a share.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#290,2-s2.0-85211158486,verify_05.csv,NOT_IN_PAPER,RECALL,RECALL,54.67,,"All information the respondent encounters, as estimated by the respondent; averaged over 507 respondents in Argentina",,"The paper reports a respondent slider mean, not a share.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#294,2-s2.0-85211158486,verify_05.csv,NOT_IN_PAPER,RECALL,RECALL,52.73,,"All information the respondent encounters, as estimated by the respondent; averaged over 485 respondents in Chile",,"The paper reports a respondent slider mean, not a share.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#298,2-s2.0-85211158486,verify_05.csv,NOT_IN_PAPER,RECALL,RECALL,55.59,,"All information spread by TikTok as estimated by the respondent; averaged over 3,718 respondents in seven countries",,"The paper reports a respondent slider mean, not a share.","borderline; loc: Results, 'Higher- Versus Lower-Risk Sources', p. 15; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. Platform-level row: pooled across the seven countries, with no per-country values reported for individual platforms. Note the item wording differs from the general item: for the domain-specific estimates the authors 'refrained from asking about personal encounters with misinformation' and asked instead about the vulnerability of the domain, so this is a perception about the platform rather than about the respondent's own exposure.",medium,,
2-s2.0-85211158486#287,2-s2.0-85211158486,verify_06.csv,NOT_IN_PAPER,RECALL,RECALL,45.93,,"All information the respondent encounters, as estimated by the respondent; averaged over 518 respondents in The Netherlands",,"The paper reports a mean perceived percentage on a 0-100 scale, not a share of information.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure.",high,,
2-s2.0-85211158486#297,2-s2.0-85211158486,verify_06.csv,NOT_IN_PAPER,RECALL,RECALL,57.81,,"All information spread by Facebook as estimated by the respondent; averaged over 3,718 respondents in seven countries",,"The paper reports a mean perceived percentage on a 0-100 scale, not a share of information.","borderline; loc: Results, 'Higher- Versus Lower-Risk Sources', p. 15; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. Platform-level row: pooled across the seven countries, with no per-country values reported for individual platforms. Note the item wording differs from the general item: for the domain-specific estimates the authors 'refrained from asking about personal encounters with misinformation' and asked instead about the vulnerability of the domain, so this is a perception about the platform rather than about the respondent's own exposure.",medium,,
2-s2.0-85211158486#289,2-s2.0-85211158486,verify_06.csv,NOT_IN_PAPER,RECALL,RECALL,53.63,,"All information the respondent encounters, as estimated by the respondent; averaged over 507 respondents in Argentina",,"The paper reports a mean perceived percentage on a 0-100 scale, not a share of information.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure.",high,,
2-s2.0-85211158486#284,2-s2.0-85211158486,verify_06.csv,NOT_IN_PAPER,RECALL,RECALL,53.01,,"All information the respondent encounters, as estimated by the respondent; averaged over 521 respondents in United States",,"The paper reports a mean perceived percentage on a 0-100 scale, not a share of information.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure. definition_variant=true: this is the stricter intent-based (disinformation) wording of the same item in the same country cell.",high,,
2-s2.0-85211158486#291,2-s2.0-85211158486,verify_07.csv,NOT_IN_PAPER,RECALL,RECALL,57.01,,"All information the respondent encounters, as estimated by the respondent; averaged over 461 respondents in Mexico",,"Percentage is a respondent-reported mean, not a share.","borderline; loc: Table 3, p. 13; Results, 'The Prevalence of Misinformation Perception Across Countries', p. 13-14; Value is a MEAN of respondents' own 0-100 percentage estimates, not a share of respondents above a threshold, hence value_kind=scale_score and borderline=true. The paper reports no share of respondents at any cut point and no item-level distribution, so no proportion is derivable (no complement, sum or rounding was computed). The estimate is a perceived amount of misinformation in the respondent's information environment, which the protocol counts as RECALL; the authors themselves call it a risk perception and stress it is not validated against actual exposure.",high,,
2-s2.0-105001289069#2,2-s2.0-105001289069,verify_04.csv,CORRECT,QUALITY,CONTENT,1.5,1.5,408 evaluations of that model's answers (102 rare-disease questions x 4 evaluators),"Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.","Checked: Claude is the third value, 1.5% (6/408).","borderline; loc: Results 3.2 Comparison of Subcategory Scores by Disease for Generative AI Models; Denominator is 408 evaluations, not 102 answers: each answer was scored by four evaluators, so the unit is an answer-evaluation and the four evaluations of one answer are not independent. Coded QUALITY rather than CONTENT because the Likert scale is a composite of professionalism, information accuracy and impact on patients, so a factually correct but unprofessional or distressing answer could also receive a 1 or 2 (the review's QUALITY test). The authors do, however, define score 2 as inaccurate information and score 1 as serious factual errors, so the row is a defensible upper bound on inaccurate-answer prevalence. Complement shares (4-5 'good or excellent') were not extracted: they are a quality judgment, not a falsity share.",medium,,
2-s2.0-105001289069#0,2-s2.0-105001289069,verify_04.csv,CORRECT,QUALITY,CONTENT,7.6,7.6,408 evaluations of that model's answers (102 rare-disease questions x 4 evaluators),"Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.",Checked: Perplexity is 7.6% (31/408).,"borderline; loc: Results 3.2 Comparison of Subcategory Scores by Disease for Generative AI Models; Denominator is 408 evaluations, not 102 answers: each answer was scored by four evaluators, so the unit is an answer-evaluation and the four evaluations of one answer are not independent. Coded QUALITY rather than CONTENT because the Likert scale is a composite of professionalism, information accuracy and impact on patients, so a factually correct but unprofessional or distressing answer could also receive a 1 or 2 (the review's QUALITY test). The authors do, however, define score 2 as inaccurate information and score 1 as serious factual errors, so the row is a defensible upper bound on inaccurate-answer prevalence. Complement shares (4-5 'good or excellent') were not extracted: they are a quality judgment, not a falsity share.",medium,,
2-s2.0-105001289069#1,2-s2.0-105001289069,verify_06.csv,CORRECT,QUALITY,CONTENT,2.0,2.0,408 evaluations of that model's answers (102 rare-disease questions x 4 evaluators),"Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.",Checked against the model comparison.,"borderline; loc: Results 3.2 Comparison of Subcategory Scores by Disease for Generative AI Models; Denominator is 408 evaluations, not 102 answers: each answer was scored by four evaluators, so the unit is an answer-evaluation and the four evaluations of one answer are not independent. Coded QUALITY rather than CONTENT because the Likert scale is a composite of professionalism, information accuracy and impact on patients, so a factually correct but unprofessional or distressing answer could also receive a 1 or 2 (the review's QUALITY test). The authors do, however, define score 2 as inaccurate information and score 1 as serious factual errors, so the row is a defensible upper bound on inaccurate-answer prevalence. Complement shares (4-5 'good or excellent') were not extracted: they are a quality judgment, not a falsity share.",medium,,
2-s2.0-105002025382#6,2-s2.0-105002025382,verify_02.csv,CORRECT,CONTENT,QUALITY,88.2,88.2,"9,670 pesticide retailers' recommendations collected in 1,489 mystery-shopper surveys of retailers across 46 Andean localities","When comparing retailers’ recommendations with product datasheets, we found that 88.2% of recommendations standards were incorrectly followed with the result that dosing was either excessive or insufficient and accurate less than 12% of time.",Checked retailer recommendations against product datasheets.,"loc: Author summary, p. 2 (same figure restated in the Abstract and in Results 3.1, p. 6); Data collected by trained 'incognito farmers' (mystery shoppers) who presented a fictional but locally realistic pest problem and recorded the retailer's advice immediately afterwards; retailers were not aware of being studied, so the estimate is of unguarded advice. Coded CONTENT because the denominator is all advice the retailers gave, judged for accuracy against an external documentary ground truth (product datasheets), not a self-report or an engagement share. Topic coded 'other' (agriculture/pesticide safety); it is health-adjacent but not health information as the codebook uses the term. Denominator uncertainty: the abstract states 9,670 recommendations from 1,489 surveys, while the Results phrase the component steps as shares 'of the retailers surveyed' (n = 1,489); the paper does not say explicitly which of the two is the base of the 88.2% figure. Data-collection dates are never stated; year set to the publication year 2022 (the article was received 14 June 2021, so fieldwork predates that).",medium,,
2-s2.0-105002375547#10,2-s2.0-105002375547,verify_02.csv,CORRECT,CONTENT,QUALITY,0.5,0.5,225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),4 3 (1.4) 1 (0.5) 2 (0.9),One Claude grade-4 response among 225 is 0.5%; the grade is an accuracy judgment.,"loc: Table 5, Assessment of responses given by three different LLMs; The three Information Quality Grades are mutually exclusive bins, so Grade 3 and Grade 4 rows must never be summed (R8 bars cross-category sums); use one row per model. Denominator 225 = 25 questions x 3 prompts x 3 repetitions, inferred from the Table 5 counts (41+151+30+3 = 225) and the stated design; the paper does not print the number 225 for this table. Prompt-level subgroups (81.3% completely correct for Claude with doctor-level prompting, 12% confabulation for that cell, n = 75 each) were not given rows: the model-level figures are the paper's headline.",medium,,
2-s2.0-105002375547#7,2-s2.0-105002375547,verify_05.csv,CORRECT,CONTENT,QUALITY,1.4,1.4,225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),3 (1.4),"Table 2 cell for ChatGPT 4o, Information Quality Grade 4.","loc: Table 5, Assessment of responses given by three different LLMs; The three Information Quality Grades are mutually exclusive bins, so Grade 3 and Grade 4 rows must never be summed (R8 bars cross-category sums); use one row per model. Denominator 225 = 25 questions x 3 prompts x 3 repetitions, inferred from the Table 5 counts (41+151+30+3 = 225) and the stated design; the paper does not print the number 225 for this table. Prompt-level subgroups (81.3% completely correct for Claude with doctor-level prompting, 12% confabulation for that cell, n = 75 each) were not given rows: the model-level figures are the paper's headline.",medium,,
2-s2.0-105002375547#14,2-s2.0-105002375547,verify_05.csv,CORRECT,CONTENT,QUALITY,9.8,9.8,225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),3 30 (13.3) 18 (8.0) 22 (9.8) 4 3 (1.4) 1 (0.5) 2 (0.9),"Table 4 cell for Gemini 1.5 Pro, Grade 3.","loc: Table 5, Assessment of responses given by three different LLMs; The three Information Quality Grades are mutually exclusive bins, so Grade 3 and Grade 4 rows must never be summed (R8 bars cross-category sums); use one row per model. Denominator 225 = 25 questions x 3 prompts x 3 repetitions, inferred from the Table 5 counts (41+151+30+3 = 225) and the stated design; the paper does not print the number 225 for this table. Prompt-level subgroups (81.3% completely correct for Claude with doctor-level prompting, 12% confabulation for that cell, n = 75 each) were not given rows: the model-level figures are the paper's headline. Marked definition_variant because it is a looser falsity threshold than the Grade 4 row for the same model.",medium,,
2-s2.0-105004460836#26,2-s2.0-105004460836,verify_05.csv,CORRECT,CONTENT,QUALITY,26.4,26.4,"178 photographs meeting the inclusion criteria out of the first 100 Google Images results for each of two search terms (87 from 'urticaria', 91 from 'ürtiker'); duplicates, illustrations, non-photographic images and dead links excluded","A total of 178 images were included, with 87 from the “urticaria” search term and 91 from the “ürtiker” search term—71.3% images had isolated urticaria, 1.7% had isolated angioedema, 0.6% had both urticaria and angioedema, and 26.4% had neither urticaria nor angioedema",Checked against the cited paper.,"borderline; loc: Abstract, Results; screening flow in Figure 1; Rank-truncated set (first 100 results per term), hence denom_selection = curated. The two language-specific shares are derivable from verbatim counts in Figure 1 (14/87 = 16.1% for the English term, 33/91 = 36.3% for the Turkish term) but were not split into separate rows because language of search is not a country, platform, measure or definition split. The complementary verbatim figures are 'Urticaria was shown more frequently in English searches (n:73, 83.9% vs. n:58, 63.7%; p:0.002)'. Search date is inconsistent between Methods (September 14, 2024) and Discussion (September 4, 2024).",high,,
